id	family	quantity	class	kind	A_values	A_n	A_raw_median	A_raw_min	A_raw_max	A_corr_median	A_corr_rule	spread	contains0	under20ms	s310	stable	reasons	load_bearing	B_rule	A_source	adjudication
D8|nic|loud|pooled	D8	rlxfw loud J -> NIC probe (lm nic)	pooled	board	7.893691,7.882315,7.880481	3	7.882315	7.880481	7.893691	7.993424	raw / f6 window r (a1.out N9's r)	0.001443	N	N	-	Y	-	N	card B § 3.4: board part from Z9-D2 landmarks and FW-35 arrival; unchanged	s109/arith2/a1.out N9 (P1L-r01-boot,P1L-r02-boot,P1L-r03-boot); own FW-35 read of the .log/.timing; class from Z9-D2.tsv kboot	kept (A1 only): card B § 3.4's table predicts J -> NIC for the 3 loud boots pooled
D8|ndopen|loud|pooled	D8	rlxfw loud J -> RLXFW-N-NDOPEN first byte (FW-35)	pooled	board	12.343919,12.331174,12.328916	3	12.331174	12.328916	12.343919	12.504993	raw / f6 window r (a1.out N9's r)	0.001034	N	N	-	Y	-	N	card B § 3.4: board part from Z9-D2 landmarks and FW-35 arrival; unchanged	s109/arith2/a1.out N9 (P1L-r01-boot,P1L-r02-boot,P1L-r03-boot); own FW-35 read of the .log/.timing; class from Z9-D2.tsv kboot	kept (A1 only): card B § 3.4's table predicts J -> N-NDOPEN for the 3 loud boots pooled; UNRESOLVED (load_bearing): N by the spec ('per firmware, variant and class'; card B § 3.10 puts cold and warm in separate tables) / Y by the closing rule's text, which names 'rlxfw's J -> N-NDOPEN' (card B § 3.4's table predicts the 3 loud boots pooled) beside 'a boot-timeline segment per firmware, variant and class' with no class. Stable Y, so a seating-B miss here either keeps P2 open or is carried forward: the owner decides before any seating-B value of it is read; COORDINATOR: R1 load_bearing N: DoD D3 puts cold and warm in separate tables with n, median and range per cell, so the rule names each quantity per class; a pooled or per-mode row is scored beside, rule (3)
D8|nic2ndopen|loud|pooled	D8	rlxfw loud NIC probe -> RLXFW-N-NDOPEN	pooled	board	4.450228,4.448859,4.448435	3	4.448859	4.448435	4.450228	4.511570	raw / f6 window r (a1.out N9's r)	0.000308	N	N	-	Y	-	N	card B § 3.4: board part from Z9-D2 landmarks and FW-35 arrival; unchanged	s109/arith2/a1.out N9 (P1L-r01-boot,P1L-r02-boot,P1L-r03-boot); own FW-35 read of the .log/.timing; class from Z9-D2.tsv kboot	kept (A1 only): § 7.3 publishes the loud image's NIC -> N-NDOPEN (NIC+4.45 s)
D8|lanup|loud|pooled	D8	rlxfw loud J -> 'rlxfw: lan up' first byte (FW-35)	pooled	board	12.350177,12.336896,12.335162	3	12.336896	12.335162	12.350177	12.510796	raw / f6 window r	0.001077	N	N	-	Y	-	N	not scored by card B; boot-timeline/FW-35 would read it the same way	own FW-35 read of bench/2026-09-23/<boot>.log/.timing; notes § 7.3 publishes J+10.61-10.62	kept (A1 only): extra beside the per-class lan-up rows both builders added (§ 7.3 publishes lan up)
D8|nic|loud|warm	D8	rlxfw loud J -> NIC probe (lm nic)	warm	board	7.882315,7.880481	2	7.881398	7.880481	7.882315	7.992494	raw / f6 window r (a1.out N9's r)	0.000116	N	N	-	Y	-	N	card B § 3.4: board part from Z9-D2 landmarks and FW-35 arrival; unchanged	s109/arith2/a1.out N9 (P1L-r02-boot,P1L-r03-boot); own FW-35 read of the .log/.timing; class from Z9-D2.tsv kboot	
D8|ndopen|loud|warm	D8	rlxfw loud J -> RLXFW-N-NDOPEN first byte (FW-35)	warm	board	12.331174,12.328916	2	12.330045	12.328916	12.331174	12.503849	raw / f6 window r (a1.out N9's r)	0.000092	N	N	-	Y	-	Y	card B § 3.4: board part from Z9-D2 landmarks and FW-35 arrival; unchanged	s109/arith2/a1.out N9 (P1L-r02-boot,P1L-r03-boot); own FW-35 read of the .log/.timing; class from Z9-D2.tsv kboot	
D8|nic2ndopen|loud|warm	D8	rlxfw loud NIC probe -> RLXFW-N-NDOPEN	warm	board	4.448859,4.448435	2	4.448647	4.448435	4.448859	4.511355	raw / f6 window r (a1.out N9's r)	0.000048	N	N	-	Y	-	N	card B § 3.4: board part from Z9-D2 landmarks and FW-35 arrival; unchanged	s109/arith2/a1.out N9 (P1L-r02-boot,P1L-r03-boot); own FW-35 read of the .log/.timing; class from Z9-D2.tsv kboot	
D8|lanup|loud|warm	D8	rlxfw loud J -> 'rlxfw: lan up' first byte (FW-35)	warm	board	12.336896,12.335162	2	12.336029	12.335162	12.336896	12.509917	raw / f6 window r	0.000070	N	N	-	Y	-	N	not scored by card B; boot-timeline/FW-35 would read it the same way	own FW-35 read of bench/2026-09-23/<boot>.log/.timing; notes § 7.3 publishes J+10.61-10.62	
D8|nic|quiet|cold	D8	rlxfw quiet J -> NIC probe (lm nic)	cold	board	6.493759,6.485560	2	6.489660	6.485560	6.493759	6.657101	raw / f6 window r (a1.out N9's r)	0.000632	N	N	-	Y	-	N	card B § 3.4: board part from Z9-D2 landmarks and FW-35 arrival; unchanged	s109/arith2/a1.out N9 (P2Q-r01-boot,P3Q-r01-boot); own FW-35 read of the .log/.timing; class from Z9-D2.tsv kboot	
D8|ndopen|quiet|cold	D8	rlxfw quiet J -> RLXFW-N-NDOPEN first byte (FW-35)	cold	board	10.510271,10.495623	2	10.502947	10.495623	10.510271	10.773935	raw / f6 window r (a1.out N9's r)	0.000697	N	N	-	Y	-	Y	card B § 3.4: board part from Z9-D2 landmarks and FW-35 arrival; unchanged	s109/arith2/a1.out N9 (P2Q-r01-boot,P3Q-r01-boot); own FW-35 read of the .log/.timing; class from Z9-D2.tsv kboot	
D8|nic2ndopen|quiet|cold	D8	rlxfw quiet NIC probe -> RLXFW-N-NDOPEN	cold	board	4.016512,4.010063	2	4.013287	4.010063	4.016512	4.116834	raw / f6 window r (a1.out N9's r)	0.000803	N	N	-	Y	-	N	card B § 3.4: board part from Z9-D2 landmarks and FW-35 arrival; unchanged	s109/arith2/a1.out N9 (P2Q-r01-boot,P3Q-r01-boot); own FW-35 read of the .log/.timing; class from Z9-D2.tsv kboot	
D8|lanup|quiet|cold	D8	rlxfw quiet J -> 'rlxfw: lan up' first byte (FW-35)	cold	board	10.516285,10.501622	2	10.508954	10.501622	10.516285	10.780097	raw / f6 window r	0.000698	N	N	-	Y	-	N	not scored by card B; boot-timeline/FW-35 would read it the same way	own FW-35 read of bench/2026-09-23/<boot>.log/.timing; notes § 7.3 publishes J+10.61-10.62	
D8|nic|quiet|pooled	D8	rlxfw quiet J -> NIC probe (lm nic)	pooled	board	6.558851,6.560418,6.559575,6.558718,6.493759,6.495971,6.485560,6.487425	8	6.527344	6.485560	6.560418	6.651671	raw / f6 window r (a1.out N9's r)	0.006401	N	N	-	Y	-	N	card B § 3.4: board part from Z9-D2 landmarks and FW-35 arrival; unchanged	s109/arith2/a1.out N9 (P1Q-r01-boot,P1Q-r02-boot,P1Q-r03-boot,P1Q-r04-boot,P2Q-r01-boot,P2Q-r02-boot,P3Q-r01-boot,P3Q-r02-boot); own FW-35 read of the .log/.timing; class from Z9-D2.tsv kboot	kept (A1 only): card B § 3.4's table predicts J -> NIC for the 8 quiet boots pooled
D8|ndopen|quiet|pooled	D8	rlxfw quiet J -> RLXFW-N-NDOPEN first byte (FW-35)	pooled	board	10.613132,10.615253,10.614174,10.612012,10.510271,10.509285,10.495623,10.497374	8	10.561141	10.495623	10.615253	10.763262	raw / f6 window r (a1.out N9's r)	0.006204	N	N	-	Y	-	N	card B § 3.4: board part from Z9-D2 landmarks and FW-35 arrival; unchanged	s109/arith2/a1.out N9 (P1Q-r01-boot,P1Q-r02-boot,P1Q-r03-boot,P1Q-r04-boot,P2Q-r01-boot,P2Q-r02-boot,P3Q-r01-boot,P3Q-r02-boot); own FW-35 read of the .log/.timing; class from Z9-D2.tsv kboot	kept (A1 only): card B § 3.4's table predicts J -> N-NDOPEN for the 8 quiet boots pooled; UNRESOLVED (load_bearing): N by the spec ('per firmware, variant and class'; card B § 3.10 puts cold and warm in separate tables) / Y by the closing rule's text, which names 'rlxfw's J -> N-NDOPEN' (card B § 3.4's table predicts the 8 quiet boots pooled) beside 'a boot-timeline segment per firmware, variant and class' with no class. Stable Y, so a seating-B miss here either keeps P2 open or is carried forward: the owner decides before any seating-B value of it is read; COORDINATOR: R1 load_bearing N: DoD D3 puts cold and warm in separate tables with n, median and range per cell, so the rule names each quantity per class; a pooled or per-mode row is scored beside, rule (3)
D8|nic2ndopen|quiet|pooled	D8	rlxfw quiet NIC probe -> RLXFW-N-NDOPEN	pooled	board	4.054281,4.054835,4.054599,4.053294,4.016512,4.013314,4.010063,4.009949	8	4.034903	4.009949	4.054835	4.111872	raw / f6 window r (a1.out N9's r)	0.006185	N	N	-	Y	-	N	card B § 3.4: board part from Z9-D2 landmarks and FW-35 arrival; unchanged	s109/arith2/a1.out N9 (P1Q-r01-boot,P1Q-r02-boot,P1Q-r03-boot,P1Q-r04-boot,P2Q-r01-boot,P2Q-r02-boot,P3Q-r01-boot,P3Q-r02-boot); own FW-35 read of the .log/.timing; class from Z9-D2.tsv kboot	kept (A1 only): § 7.3 publishes the quiet image's NIC -> N-NDOPEN (NIC+4.01-4.05 s)
D8|lanup|quiet|pooled	D8	rlxfw quiet J -> 'rlxfw: lan up' first byte (FW-35)	pooled	board	10.619097,10.620817,10.620344,10.618082,10.516285,10.515012,10.501622,10.503272	8	10.567183	10.501622	10.620817	10.769415	raw / f6 window r	0.006204	N	N	-	Y	-	N	not scored by card B; boot-timeline/FW-35 would read it the same way	own FW-35 read of bench/2026-09-23/<boot>.log/.timing; notes § 7.3 publishes J+10.61-10.62	kept (A1 only): extra beside the per-class lan-up rows both builders added (§ 7.3 publishes lan up)
D8|nic|quiet|warm	D8	rlxfw quiet J -> NIC probe (lm nic)	warm	board	6.558851,6.560418,6.559575,6.558718,6.495971,6.487425	6	6.558784	6.487425	6.560418	6.651671	raw / f6 window r (a1.out N9's r)	0.010880	N	N	-	Y	-	N	card B § 3.4: board part from Z9-D2 landmarks and FW-35 arrival; unchanged	s109/arith2/a1.out N9 (P1Q-r01-boot,P1Q-r02-boot,P1Q-r03-boot,P1Q-r04-boot,P2Q-r02-boot,P3Q-r02-boot); own FW-35 read of the .log/.timing; class from Z9-D2.tsv kboot	
D8|ndopen|quiet|warm	D8	rlxfw quiet J -> RLXFW-N-NDOPEN first byte (FW-35)	warm	board	10.613132,10.615253,10.614174,10.612012,10.509285,10.497374	6	10.612572	10.497374	10.615253	10.763262	raw / f6 window r (a1.out N9's r)	0.010855	N	N	-	Y	-	Y	card B § 3.4: board part from Z9-D2 landmarks and FW-35 arrival; unchanged	s109/arith2/a1.out N9 (P1Q-r01-boot,P1Q-r02-boot,P1Q-r03-boot,P1Q-r04-boot,P2Q-r02-boot,P3Q-r02-boot); own FW-35 read of the .log/.timing; class from Z9-D2.tsv kboot	
D8|nic2ndopen|quiet|warm	D8	rlxfw quiet NIC probe -> RLXFW-N-NDOPEN	warm	board	4.054281,4.054835,4.054599,4.053294,4.013314,4.009949	6	4.053788	4.009949	4.054835	4.111591	raw / f6 window r (a1.out N9's r)	0.010814	N	N	-	Y	-	N	card B § 3.4: board part from Z9-D2 landmarks and FW-35 arrival; unchanged	s109/arith2/a1.out N9 (P1Q-r01-boot,P1Q-r02-boot,P1Q-r03-boot,P1Q-r04-boot,P2Q-r02-boot,P3Q-r02-boot); own FW-35 read of the .log/.timing; class from Z9-D2.tsv kboot	
D8|lanup|quiet|warm	D8	rlxfw quiet J -> 'rlxfw: lan up' first byte (FW-35)	warm	board	10.619097,10.620817,10.620344,10.618082,10.515012,10.503272	6	10.618589	10.503272	10.620817	10.769415	raw / f6 window r	0.010860	N	N	-	Y	-	N	not scored by card B; boot-timeline/FW-35 would read it the same way	own FW-35 read of bench/2026-09-23/<boot>.log/.timing; notes § 7.3 publishes J+10.61-10.62	
D8|reply|quiet|cold	D8	rlxfw quiet J -> first ICMP echo reply, probe read time	cold	mixed	10.714530	1	10.714530	10.714530	10.714530	10.869444	split (card B § 3.0 mixed, § 3.4): J->NIC / window r + (read - NIC) at face	0.000000	N	N	listed	N	listed	N	changed: card A stamped via ping -D realtime; card B reads hostprobe's RAW ledger. A_values are the ledger read times (already card B's rule)	bench/2026-09-23/P1-HP,P2-HP,P3-HP.events (probe ledger: reply read time; cycle opening = s106's send rule, the last icmp-silent seq=s-1); s106/n2-d4d8/loud.out (control); P2Q-r01-boot answered; no reply before reset: P3Q-r01-boot | A2 id D8|firstreply|quiet|cold	A_corr: card B § 3.0 carries a mixed interval by a split (board part J->NIC over its window r, host part at face, § 3.4's own decomposition), and the closing rule keeps card B § 3.10's (b) unchanged -> A1's split value; A2's face follows the spec, which contradicts the card here (spec problem)
D8|k|quiet|cold	D8	rlxfw quiet: the answered broadcast's place k in its ARP cycle	cold	exact	2	1	2	2	2	2	face	0.000000	N	N	-	exact	discrete k, predicted exactly by card B 3.4	N	changed: card A assumed k = 2; card B reconstructs k for any cycle (§ 3.4). A re-read: k = 1 + round((read - T1)/1.014)	bench/2026-09-23/P1-HP,P2-HP,P3-HP.events (probe ledger: reply read time; cycle opening = s106's send rule, the last icmp-silent seq=s-1); s106/n2-d4d8/loud.out (control); P2Q-r01-boot answered; no reply before reset: P3Q-r01-boot	under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one; COORDINATOR: R3 exact: +/-10 % has no meaning on a discrete k; card B 3.4 predicts it and says a quiet k = 3 is a reading of the margin
D8|width|quiet|cold	D8	rlxfw quiet bracket width, card B's rule: #k - max(#k-1, N-NDOPEN), midpoint of the reconstructed range	cold	mixed	0.187804	1	0.187804	0.187804	0.187804	0.091986	split (card B § 3.0 mixed, § 3.4): #k - NIC at face, NIC->N-NDOPEN / window r	0.000000	N	N	-	Y	-	N	changed: lower edge = later of #k-1 and N-NDOPEN (card B § 3.4), not card A's cycle-opening send. A re-read by card B's rule; each broadcast at +1.000-1.028 s	bench/2026-09-23/P1-HP,P2-HP,P3-HP.events (probe ledger: reply read time; cycle opening = s106's send rule, the last icmp-silent seq=s-1); s106/n2-d4d8/loud.out (control); P2Q-r01-boot answered; no reply before reset: P3Q-r01-boot; ranges per boot: P2Q-r01[0.1738,0.2018]	values: card B § 3.4 reconstructs #k from the cycle's opening send + 1.000-1.028 s per broadcast, lower edge N-NDOPEN -> A1 (midpoint of each boot's 28 ms range); A2's #2 = reply read - 5.002 ms is not card B's reconstruction (A2's value lies inside A1's range on 6 of 7 boots, 4 ms above it on P1Q-r01); A_corr by the card's split (A1). Class checked at both ends of every range: unchanged. Residual: the card does not say which point of the range is the width; COORDINATOR: R6 kept stable (n 1): its (a) column is expected to miss, since seating A's raw carries the slow host clock on the board part (raw 0.187804 vs split-corrected 0.091986)
D8|reply|quiet|warm	D8	rlxfw quiet J -> first ICMP echo reply, probe read time	warm	mixed	10.787694,10.805508,10.776374,10.800540,10.712044,10.708183	6	10.782034	10.708183	10.805508	10.884176	split (card B § 3.0 mixed, § 3.4): J->NIC / window r + (read - NIC) at face	0.006849	N	N	listed	N	listed	N	changed: card A stamped via ping -D realtime; card B reads hostprobe's RAW ledger. A_values are the ledger read times (already card B's rule)	bench/2026-09-23/P1-HP,P2-HP,P3-HP.events (probe ledger: reply read time; cycle opening = s106's send rule, the last icmp-silent seq=s-1); s106/n2-d4d8/loud.out (control); P1Q-r01-boot,P1Q-r02-boot,P1Q-r03-boot,P1Q-r04-boot,P2Q-r02-boot,P3Q-r02-boot answered | A2 id D8|firstreply|quiet|warm	A_corr: card B § 3.0 carries a mixed interval by a split (board part J->NIC over its window r, host part at face, § 3.4's own decomposition), and the closing rule keeps card B § 3.10's (b) unchanged -> A1's split value; A2's face follows the spec, which contradicts the card here (spec problem)
D8|k|quiet|warm	D8	rlxfw quiet: the answered broadcast's place k in its ARP cycle	warm	exact	2,2,2,2,2,2	6	2	2	2	2	face	0.000000	N	N	-	exact	discrete k, predicted exactly by card B 3.4	N	changed: card A assumed k = 2; card B reconstructs k for any cycle (§ 3.4). A re-read: k = 1 + round((read - T1)/1.014)	bench/2026-09-23/P1-HP,P2-HP,P3-HP.events (probe ledger: reply read time; cycle opening = s106's send rule, the last icmp-silent seq=s-1); s106/n2-d4d8/loud.out (control); P1Q-r01-boot,P1Q-r02-boot,P1Q-r03-boot,P1Q-r04-boot,P2Q-r02-boot,P3Q-r02-boot answered	under20ms '-' -> N: the spec's column is Y/N and its test applies only to time intervals; this row is not one; COORDINATOR: R3 exact: +/-10 % has no meaning on a discrete k; card B 3.4 predicts it and says a quiet k = 3 is a reading of the margin
D8|width|quiet|warm	D8	rlxfw quiet bracket width, card B's rule: #k - max(#k-1, N-NDOPEN), midpoint of the reconstructed range	warm	mixed	0.151444,0.173853,0.144815,0.180637,0.201607,0.203034	6	0.177245	0.144815	0.203034	0.100081	split (card B § 3.0 mixed, § 3.4): #k - NIC at face, NIC->N-NDOPEN / window r	0.182967	N	N	-	N	spread 0.182967 >= 0.10	N	changed: lower edge = later of #k-1 and N-NDOPEN (card B § 3.4), not card A's cycle-opening send. A re-read by card B's rule; each broadcast at +1.000-1.028 s	bench/2026-09-23/P1-HP,P2-HP,P3-HP.events (probe ledger: reply read time; cycle opening = s106's send rule, the last icmp-silent seq=s-1); s106/n2-d4d8/loud.out (control); P1Q-r01-boot,P1Q-r02-boot,P1Q-r03-boot,P1Q-r04-boot,P2Q-r02-boot,P3Q-r02-boot answered; ranges per boot: P1Q-r01[0.1374,0.1654] P1Q-r02[0.1599,0.1879] P1Q-r03[0.1308,0.1588] P1Q-r04[0.1666,0.1946] P2Q-r02[0.1876,0.2156] P3Q-r02[0.1890,0.2170]	values: card B § 3.4 reconstructs #k from the cycle's opening send + 1.000-1.028 s per broadcast, lower edge N-NDOPEN -> A1 (midpoint of each boot's 28 ms range); A2's #2 = reply read - 5.002 ms is not card B's reconstruction (A2's value lies inside A1's range on 6 of 7 boots, 4 ms above it on P1Q-r01); A_corr by the card's split (A1). Class checked at both ends of every range: unchanged. Residual: the card does not say which point of the range is the width
D8|reply|quiet|pooled	D8	rlxfw quiet J -> first ICMP echo reply, probe read time	pooled	mixed	10.787694,10.805508,10.776374,10.800540,10.714530,10.712044,10.708183	7	10.776374	10.708183	10.805508	10.880147	split (card B § 3.0 mixed, § 3.4): J->NIC / window r + (read - NIC) at face	0.006328	N	N	listed	N	listed	N	changed: card A stamped via ping -D realtime; card B reads hostprobe's RAW ledger. A_values are the ledger read times (already card B's rule)	bench/2026-09-23/P1-HP,P2-HP,P3-HP.events (probe ledger: reply read time; cycle opening = s106's send rule, the last icmp-silent seq=s-1); s106/n2-d4d8/loud.out (control); P1Q-r01-boot,P1Q-r02-boot,P1Q-r03-boot,P1Q-r04-boot,P2Q-r01-boot,P2Q-r02-boot,P3Q-r02-boot answered; no reply before reset: P3Q-r01-boot	kept (A1 only): card B § 3.4's table predicts the 8 quiet boots' first reply pooled; listed
D8|k|quiet|pooled	D8	rlxfw quiet: the answered broadcast's place k in its ARP cycle	pooled	exact	2,2,2,2,2,2,2	7	2	2	2	2	face	0.000000	N	N	-	exact	discrete k, predicted exactly by card B 3.4	N	changed: card A assumed k = 2; card B reconstructs k for any cycle (§ 3.4). A re-read: k = 1 + round((read - T1)/1.014)	bench/2026-09-23/P1-HP,P2-HP,P3-HP.events (probe ledger: reply read time; cycle opening = s106's send rule, the last icmp-silent seq=s-1); s106/n2-d4d8/loud.out (control); P1Q-r01-boot,P1Q-r02-boot,P1Q-r03-boot,P1Q-r04-boot,P2Q-r01-boot,P2Q-r02-boot,P3Q-r02-boot answered; no reply before reset: P3Q-r01-boot	kept (A1 only): card B § 3.4's table predicts k for the 8 quiet boots pooled; under20ms '-' -> N (spec vocabulary Y/N; not a time interval); COORDINATOR: R3 exact: +/-10 % has no meaning on a discrete k; card B 3.4 predicts it and says a quiet k = 3 is a reading of the margin
D8|width|quiet|pooled	D8	rlxfw quiet bracket width, card B's rule: #k - max(#k-1, N-NDOPEN), midpoint of the reconstructed range	pooled	mixed	0.151444,0.173853,0.144815,0.180637,0.187804,0.201607,0.203034	7	0.180637	0.144815	0.203034	0.094295	split (card B § 3.0 mixed, § 3.4): #k - NIC at face, NIC->N-NDOPEN / window r	0.198309	N	N	-	N	spread 0.198309 >= 0.10	N	changed: lower edge = later of #k-1 and N-NDOPEN (card B § 3.4), not card A's cycle-opening send. A re-read by card B's rule; each broadcast at +1.000-1.028 s	bench/2026-09-23/P1-HP,P2-HP,P3-HP.events (probe ledger: reply read time; cycle opening = s106's send rule, the last icmp-silent seq=s-1); s106/n2-d4d8/loud.out (control); P1Q-r01-boot,P1Q-r02-boot,P1Q-r03-boot,P1Q-r04-boot,P2Q-r01-boot,P2Q-r02-boot,P3Q-r02-boot answered; no reply before reset: P3Q-r01-boot; ranges per boot: P1Q-r01[0.1374,0.1654] P1Q-r02[0.1599,0.1879] P1Q-r03[0.1308,0.1588] P1Q-r04[0.1666,0.1946] P2Q-r01[0.1738,0.2018] P2Q-r02[0.1876,0.2156] P3Q-r02[0.1890,0.2170]	kept (A1 only): card B § 3.4's table predicts the quiet bracket pooled; A1's reconstruction, as the per-class rows
D8|reply|loud|cold	D8	rlxfw loud J -> first ICMP echo reply	cold	mixed	-	0	-	-	-	-	-	-	-	-	listed	none	no seating-A value by card B's rule: seating A's loud image has no reply in any round (P1L-r01-boot reset 0.189-0.221 s after the prompt, notes § 7.3); a first reading	N	changed: card B holds each round 2.5 s past the prompt (looprun S9)	s106/n2-d4d8/loud.out; notes/boot-time.md § 7.3 | A2 id D8|firstreply|loud|cold	
D8|k|loud|cold	D8	rlxfw loud answered broadcast's place k	cold	clock-free	-	0	-	-	-	-	-	-	-	-	-	none	no seating-A value by card B's rule: seating A's loud image has no reply in any round (P1L-r01-boot reset 0.189-0.221 s after the prompt, notes § 7.3); a first reading	N	changed: card B holds each round 2.5 s past the prompt (looprun S9)	s106/n2-d4d8/loud.out; notes/boot-time.md § 7.3	
D8|width|loud|cold	D8	rlxfw loud bracket width	cold	mixed	-	0	-	-	-	-	-	-	-	-	-	none	no seating-A value by card B's rule: seating A's loud image has no reply in any round (P1L-r01-boot reset 0.189-0.221 s after the prompt, notes § 7.3); a first reading	N	changed: card B holds each round 2.5 s past the prompt (looprun S9)	s106/n2-d4d8/loud.out; notes/boot-time.md § 7.3	
D8|reply|loud|warm	D8	rlxfw loud J -> first ICMP echo reply	warm	mixed	-	0	-	-	-	-	-	-	-	-	listed	none	no seating-A value by card B's rule: seating A's loud image has no reply in any round (P1L-r02-boot,P1L-r03-boot reset 0.189-0.221 s after the prompt, notes § 7.3); a first reading	N	changed: card B holds each round 2.5 s past the prompt (looprun S9)	s106/n2-d4d8/loud.out; notes/boot-time.md § 7.3 | A2 id D8|firstreply|loud|warm	
D8|k|loud|warm	D8	rlxfw loud answered broadcast's place k	warm	clock-free	-	0	-	-	-	-	-	-	-	-	-	none	no seating-A value by card B's rule: seating A's loud image has no reply in any round (P1L-r02-boot,P1L-r03-boot reset 0.189-0.221 s after the prompt, notes § 7.3); a first reading	N	changed: card B holds each round 2.5 s past the prompt (looprun S9)	s106/n2-d4d8/loud.out; notes/boot-time.md § 7.3	
D8|width|loud|warm	D8	rlxfw loud bracket width	warm	mixed	-	0	-	-	-	-	-	-	-	-	-	none	no seating-A value by card B's rule: seating A's loud image has no reply in any round (P1L-r02-boot,P1L-r03-boot reset 0.189-0.221 s after the prompt, notes § 7.3); a first reading	N	changed: card B holds each round 2.5 s past the prompt (looprun S9)	s106/n2-d4d8/loud.out; notes/boot-time.md § 7.3	
D8|reply|loud|pooled	D8	rlxfw loud J -> first ICMP echo reply	pooled	mixed	-	0	-	-	-	-	-	-	-	-	listed	none	no seating-A value by card B's rule: seating A's loud image has no reply in any round (P1L-r01-boot,P1L-r02-boot,P1L-r03-boot reset 0.189-0.221 s after the prompt, notes § 7.3); a first reading	N	changed: card B holds each round 2.5 s past the prompt (looprun S9)	s106/n2-d4d8/loud.out; notes/boot-time.md § 7.3	kept (A1 only): card B § 3.4 predicts it; no seating-A reading (§ 7.3)
D8|k|loud|pooled	D8	rlxfw loud answered broadcast's place k	pooled	clock-free	-	0	-	-	-	-	-	-	-	-	-	none	no seating-A value by card B's rule: seating A's loud image has no reply in any round (P1L-r01-boot,P1L-r02-boot,P1L-r03-boot reset 0.189-0.221 s after the prompt, notes § 7.3); a first reading	N	changed: card B holds each round 2.5 s past the prompt (looprun S9)	s106/n2-d4d8/loud.out; notes/boot-time.md § 7.3	kept (A1 only): card B § 3.4 predicts k = 3; no seating-A reading
D8|width|loud|pooled	D8	rlxfw loud bracket width	pooled	mixed	-	0	-	-	-	-	-	-	-	-	-	none	no seating-A value by card B's rule: seating A's loud image has no reply in any round (P1L-r01-boot,P1L-r02-boot,P1L-r03-boot reset 0.189-0.221 s after the prompt, notes § 7.3); a first reading	N	changed: card B holds each round 2.5 s past the prompt (looprun S9)	s106/n2-d4d8/loud.out; notes/boot-time.md § 7.3	kept (A1 only): card B § 3.4 predicts it; no seating-A reading
D8|offset|read	D8	channel offset t_udp(probe read) - t_console(byte 66, FW-35), OFF02-OFF15, s	-	mixed	0.000089,0.000091,-0.000207,0.000106,0.000307,-0.000074,0.000494,0.000364,0.000323,0.000169,0.000099,0.000195,-0.000019,0.000053	14	0.000103	-0.000207	0.000494	0.000103	face	3.823648	Y	Y	-	N	spread 3.823648 >= 0.10; contains0; under20ms	N	card B § 3.4: card A's fifteen P1-OFF cells and test; unchanged	bench/2026-09-23/P1-OFF01..15.log/.timing/.meta.json (byte 66, FW-35) and P1-OFF-HP.events; OFF01 excluded as card A/B do (OFF02-OFF15, n 14) | comparer: us exact 88.578,90.902,-206.519,105.952,306.902,-74.345,494.448,364.045,322.678,168.642,99.058,194.533,-18.606,52.599	third computation (v_off*.py, exact decimals, t0_real as its stored double; console = FW-35 arrival of byte 66): seconds to 6 dp as the brief's convention says (A1 printed us); A1's and A2's per-offset values each differ from it by up to 0.2 us; read-stamp median 102.505 us -> 0.000103 s; A2's 0.000102 is the median of values it had already rounded to 1 us
D8|offset|kernel	D8	channel offset t_udp(kernel receive via the capture's own real/mono pair) - t_console, s	-	mixed	-0.000024,-0.000044,-0.000521,-0.000052,0.000209,-0.000221,0.000376,0.000198,0.000196,-0.000091,0.000005,0.000099,-0.000174,-0.000189	14	-0.000034	-0.000521	0.000376	-0.000034	face	14.345275	Y	Y	-	N	spread 14.345275 >= 0.10; contains0; under20ms	N	card B § 3.4: hostprobe 1.3's t - lag_ms/1000 on RAW replaces the real/mono conversion; same quantity	bench/2026-09-23/P1-OFF01..15.log/.timing/.meta.json (byte 66, FW-35) and P1-OFF-HP.events; OFF01 excluded as card A/B do (OFF02-OFF15, n 14) | comparer: us exact -23.511,-44.352,-520.691,-51.522,209.460,-220.597,375.719,197.719,196.399,-90.621,4.770,98.944,-174.412,-189.091	third computation (v_off*.py, exact decimals, t0_real as its stored double; console = FW-35 arrival of byte 66): seconds to 6 dp as the brief's convention says (A1 printed us); A1's and A2's per-offset values each differ from it by up to 0.2 us
D8|offsetrange|read	D8	range of the 14 read-stamp offsets (stability test <= 260.4 us), s	-	mixed	0.000701	1	0.000701	0.000701	0.000701	0.000701	face	0.000000	N	Y	-	N	under20ms	N	unchanged	bench/2026-09-23/P1-OFF01..15.log/.timing/.meta.json (byte 66, FW-35) and P1-OFF-HP.events; OFF01 excluded as card A/B do (OFF02-OFF15, n 14); notes § 7.3 701.0 us (control) | comparer: range 700.967 us exact | A2 id D8|offset_range|read	read-stamp range 700.967 us, as both builders and § 7.3 (701.0); only the unit differed: seconds to 6 dp per the brief (A2)
